,stft,cqt,centroid,bandwidth,rollof,tempo,rms,zero_crossing_rate,genre
170,0.30704612,0.37618148,1437.3201875917787,1488.0799921456567,2670.0255213876258,107.666015625,0.07148203,0.07982680376838236,klasyczna
171,0.32324642,0.38614702,1391.6821765006148,1481.745337036164,2622.1341443135643,107.666015625,0.06833788,0.08039407169117647,klasyczna
172,0.3090571,0.3680928,1468.259652678872,1482.555976916321,2749.8833718314627,107.666015625,0.060291585,0.08537098793053406,klasyczna
173,0.24773069,0.33590966,1529.5437622478396,1520.4047087634053,2817.6079623101296,107.666015625,0.07558974,0.09001268321884674,klasyczna
174,0.25833797,0.32410103,1453.6813713856627,1511.4468949703135,2761.0083045605165,117.45383522727273,0.03294209,0.07730716669891641,klasyczna
175,0.31670105,0.3616175,1295.6310379087547,1375.4547985663671,2407.1771107960044,117.45383522727273,0.056795727,0.0742671246130031,klasyczna
176,0.3143004,0.383006,1407.9162884745526,1479.839836111045,2651.042302843218,123.046875,0.056548376,0.0832602675116099,klasyczna
177,0.26450014,0.31752366,1436.9886021706789,1514.4726619480969,2749.6333733431693,123.046875,0.032355424,0.07659326323045666,klasyczna
178,0.30838555,0.3501715,1287.147303743516,1359.2338336977564,2389.6855498984132,117.45383522727273,0.056716695,0.07254453487809598,klasyczna
179,0.26408347,0.34444013,1583.7679096938562,1463.8014095116032,2841.282819151509,107.666015625,0.024214586,0.0985617622871517,klasyczna
180,0.2568191,0.33545187,1693.7598865573977,1660.2627844783256,3061.3898215279123,103.359375,0.04988522,0.09470842202012383,klasyczna
181,0.27353898,0.32319435,1650.2905066096603,1612.3077648553128,3033.0649928042762,107.666015625,0.04326335,0.09423374613003097,klasyczna
182,0.3053192,0.42361826,1709.8287404615883,1677.4016198787424,3205.738948668489,103.359375,0.0464041,0.09728248052921827,klasyczna
183,0.3462878,0.4782446,1724.3996568832415,1801.2206175282113,3295.538405663458,107.666015625,0.06381893,0.1003278135884288,klasyczna
184,0.18192142,0.26407826,671.9393710082915,709.8411900562886,1003.4272657459366,112.34714673913044,0.029843155,0.04710326770510836,klasyczna
185,0.1812599,0.24479204,734.5701520687284,682.2297017451613,1087.718422715509,117.45383522727273,0.039192572,0.055120603957043345,klasyczna
186,0.20407483,0.26153144,684.8021741746395,669.5344094968947,1037.6187256615228,129.19921875,0.039030552,0.04989916916602167,klasyczna
187,0.19334073,0.2551222,704.6400401308576,643.0575536514309,1016.9688505284927,129.19921875,0.034539837,0.05414441938370743,klasyczna
188,0.198479,0.2586866,660.2443609594562,660.7723121507898,977.9690863547311,129.19921875,0.031702597,0.04821928514415635,klasyczna
189,0.24189135,0.3508855,846.5902868739007,1260.808021404418,1168.4512678683727,129.19921875,0.011019556,0.04401560685952012,klasyczna
